PortCode,MarketValue,as_of_date
A7A060,550934.78,2021-04-30
A7A060,556124.69,2021-05-31
A7A060,567391.92,2021-06-30
A7A060,580006.15,2021-07-30
A7A060,593323.92,2021-08-31
A7A060,580239.48,2021-09-30
A7A060,594932.72,2021-10-29
A7A060,601124.87,2021-11-30
A7A060,623493.56,2021-12-31
A7A060,603508.25,2022-01-31
A7A060,591862.27,2022-02-28
A7A060,598000.46,2022-03-31
A7A060,569833.11,2022-04-29
A7A060,564520.02,2022-05-31
A7A060,535798.76,2022-06-30
A7A060,565904.65,2022-07-29
A7A060,556932.50,2022-08-31
A7A060,534407.05,2022-09-30
A7A060,554191.67,2022-10-31
A7A060,529692.59,2022-11-30
A7A060,504755.54,2022-12-30
A7A060,530576.64,2023-01-31
A7A060,522929.88,2023-02-28
A7A060,525079.93,2023-03-31
A7A060,533456.53,2023-04-28
A7A060,516450.95,2023-05-31
A7A060,532102.42,2023-06-30
A7A060,539701.16,2023-07-31
A7A060,532415.03,2023-08-31
A7A060,514813.29,2023-09-29
A7A060,507012.41,2023-10-31
A7A060,540040.91,2023-11-30
A7A060,561262.83,2023-12-29
A7A060,562055.69,2024-01-31
A7A060,577877.80,2024-02-29
A7A060,589550.99,2024-03-28
A7A060,568699.08,2024-04-30
A7A060,532961.85,2024-05-31
A7A060,537980.87,2024-06-28
A7A070,31580.18,2020-02-28
A7A070,28828.72,2020-03-31
A7A070,30830.60,2020-04-30
A7A070,31546.38,2020-05-29
A7A070,32117.29,2020-06-30
A7A070,32700.53,2020-07-31
A7A070,33388.16,2020-08-31
A7A070,32986.16,2020-09-30
A7A070,32320.48,2020-10-30
A7A070,34306.69,2020-11-30
A7A070,34765.29,2020-12-31
A7A070,34490.55,2021-01-29
A7A070,34854.84,2021-02-26
A7A070,35558.48,2021-03-31
A7A070,36146.15,2021-04-30
A7A070,36558.30,2021-05-31
A7A070,37191.24,2021-06-30
A7A070,37383.72,2021-07-30
A7A070,37954.92,2021-08-31
A7A070,36968.07,2021-09-30
A7A070,37914.70,2021-10-29
A7A070,35554.58,2021-11-30
A7A070,36285.67,2021-12-31
A7A070,35379.51,2022-01-31
A7A070,34726.68,2022-02-28
A7A070,35033.68,2022-03-31
A7A070,33311.54,2022-04-29
A7A070,33321.94,2022-05-31
A7A070,31628.10,2022-06-30
A7A070,33032.21,2022-07-29
A7A070,32180.29,2022-08-31
A7A070,30729.13,2022-09-30
A7A070,31688.17,2022-10-31
A7A070,30703.13,2022-11-30
A7A070,29532.12,2022-12-30
A7A070,31121.40,2023-01-31
A7A070,30513.63,2023-02-28
A7A070,31053.99,2023-03-31
A7A070,31456.63,2023-04-28
A7A070,30951.54,2023-05-31
A7A070,31855.81,2023-06-30
A7A070,32205.09,2023-07-31
A7A070,31833.87,2023-08-31
A7A070,30891.21,2023-09-29
A7A070,30365.53,2023-10-31
A7A070,30183.75,2023-11-30
A7A070,31002.09,2023-12-29
A7A070,31201.61,2024-01-31
A7A070,31995.06,2024-02-29
A7A070,32745.99,2024-03-28
A7A070,31935.14,2024-04-30
A7A070,32852.42,2024-05-31
A7A070,33307.81,2024-06-28
A7A080,47570.49,2020-02-28
A7A080,43413.50,2020-03-31
A7A080,46436.27,2020-04-30
A7A080,47521.40,2020-05-29
A7A080,48382.32,2020-06-30
A7A080,49265.27,2020-07-31
A7A080,50314.71,2020-08-31
A7A080,49702.58,2020-09-30
A7A080,48698.01,2020-10-30
A7A080,51704.84,2020-11-30
A7A080,52401.81,2020-12-31
A7A080,51996.94,2021-01-29
A7A080,52553.19,2021-02-26
A7A080,53623.87,2021-03-31
A7A080,54520.24,2021-04-30
A7A080,55138.96,2021-05-31
A7A080,56094.13,2021-06-30
A7A080,56391.06,2021-07-30
A7A080,57258.54,2021-08-31
A7A080,55764.14,2021-09-30
A7A080,57205.67,2021-10-29
A7A080,53742.94,2021-11-30
A7A080,54860.35,2021-12-31
A7A080,53471.83,2022-01-31
A7A080,52471.90,2022-02-28
A7A080,52958.47,2022-03-31
A7A080,50324.86,2022-04-29
A7A080,50344.22,2022-05-31
A7A080,47760.59,2022-06-30
A7A080,49910.52,2022-07-29
A7A080,48610.34,2022-08-31
A7A080,46383.40,2022-09-30
A7A080,47860.39,2022-10-31
A7A080,46501.72,2022-11-30
A7A080,44711.62,2022-12-30
A7A080,47135.62,2023-01-31
A7A080,46215.51,2023-02-28
A7A080,47045.87,2023-03-31
A7A080,47659.70,2023-04-28
A7A080,46906.25,2023-05-31
A7A080,48300.00,2023-06-30
A7A080,48840.84,2023-07-31
A7A080,48274.86,2023-08-31
A7A080,46832.51,2023-09-29
A7A080,46027.92,2023-10-31
A7A080,45891.74,2023-11-30
A7A080,47167.78,2023-12-29
A7A080,47490.07,2024-01-31
A7A080,48730.34,2024-02-29
A7A080,49907.60,2024-03-28
A7A080,48645.00,2024-04-30
A7A080,50074.21,2024-05-31
A7A080,50770.70,2024-06-28
A7A090,1045634.73,2020-04-30
A7A090,1079495.29,2020-05-29
A7A090,1100915.17,2020-06-30
A7A090,1144344.07,2020-07-31
A7A090,1123712.38,2020-08-31
A7A090,1164684.64,2020-09-30
A7A090,1132887.58,2020-10-30
A7A090,1237379.64,2020-11-30
A7A090,1266597.06,2020-12-31
A7A090,1259456.38,2021-01-29
A7A090,1272775.96,2021-02-26
A7A090,1347552.08,2021-03-31
A7A090,1380181.72,2021-04-30
A7A090,1398873.42,2021-05-31
A7A090,1437726.59,2021-06-30
A7A090,1479381.12,2021-07-30
A7A090,1526032.08,2021-08-31
A7A090,1485806.12,2021-09-30
A7A090,1554169.59,2021-10-29
A7A090,1573820.65,2021-11-30
A7A090,1645501.18,2021-12-31
A7A090,1590344.07,2022-01-31
A7A090,1550666.99,2022-02-28
A7A090,1587669.43,2022-03-31
A7A090,1496953.41,2022-04-29
A7A090,1477044.98,2022-05-31
A7A090,1378365.97,2022-06-30
A7A090,1473182.67,2022-07-29
A7A090,1449082.55,2022-08-31
A7A090,1371041.97,2022-09-30
A7A090,1443283.40,2022-10-31
A7A090,1507728.85,2022-11-30
A7A090,1424021.82,2022-12-30
A7A090,1510746.75,2023-01-31
A7A090,1491650.77,2023-02-28
A7A090,1491926.97,2023-03-31
A7A090,1523540.25,2023-04-28
A7A090,1469194.18,2023-05-31
A7A090,1527392.36,2023-06-30
A7A090,1561129.59,2023-07-31
A7A090,1531263.03,2023-08-31
A7A090,1475560.53,2023-09-29
A7A090,1443509.85,2023-10-31
A7A090,1554817.96,2023-11-30
A7A090,1619304.73,2023-12-29
A7A090,1624555.87,2024-01-31
A7A090,1683569.60,2024-02-29
A7A090,1722163.02,2024-03-28
A7A090,1646605.90,2024-04-30
A7A090,1693406.53,2024-05-31
A7A090,1711104.59,2024-06-28
a7a096,616632.18,2020-04-30
a7a096,621326.27,2020-05-29
a7a096,645089.45,2020-06-30
a7a096,661475.45,2020-07-31
a7a096,651452.90,2020-08-31
a7a096,670530.66,2020-09-30
a7a096,657764.21,2020-10-30
a7a096,696496.51,2020-11-30
a7a096,689565.92,2020-12-31
a7a096,685018.21,2021-01-29
a7a096,691483.50,2021-02-26
a7a096,715930.93,2021-03-31
a7a096,728236.86,2021-04-30
a7a096,734350.70,2021-05-31
a7a096,748750.12,2021-06-30
a7a096,764259.61,2021-07-30
a7a096,781808.04,2021-08-31
a7a096,765905.55,2021-09-30
a7a096,788403.07,2021-10-29
a7a096,794828.13,2021-11-30
a7a096,822831.21,2021-12-31
a7a096,800242.88,2022-01-31
a7a096,784604.63,2022-02-28
a7a096,797118.43,2022-03-31
a7a096,760781.55,2022-04-29
a7a096,753006.70,2022-05-31
a7a096,715322.34,2022-06-30
a7a096,754164.82,2022-07-29
a7a096,742936.41,2022-08-31
a7a096,712434.29,2022-09-30
a7a096,739679.77,2022-10-31
a7a096,764286.88,2022-11-30
a7a096,733954.97,2022-12-30
a7a096,767219.47,2023-01-31
a7a096,758357.54,2023-02-28
a7a096,762368.86,2023-03-31
a7a096,773003.07,2023-04-28
a7a096,751090.64,2023-05-31
a7a096,773285.98,2023-06-30
a7a096,785351.42,2023-07-31
a7a096,787996.50,2023-08-31
a7a096,738688.68,2023-09-29
A7A096,727975.52,2023-10-31
A7A096,773100.13,2023-11-30
A7A096,771159.14,2023-12-29
A7A096,772721.07,2024-01-31
A7A096,794888.44,2024-02-29
A7A096,809554.27,2024-03-28
A7A096,781716.99,2024-04-30
A7A096,801527.33,2024-05-31
A7A096,824512.48,2024-06-28
A7A100,106588.94,2020-03-31
A7A100,114704.06,2020-04-30
A7A100,118975.78,2020-05-29
A7A100,122057.64,2020-06-30
A7A100,127128.26,2020-07-31
A7A100,127163.87,2020-08-31
A7A100,130209.01,2020-09-30
A7A100,222711.03,2020-10-30
A7A100,244179.84,2020-11-30
A7A100,249086.52,2020-12-31
A7A100,247964.24,2021-01-29
A7A100,253596.34,2021-02-26
A7A100,266909.11,2021-03-31
A7A100,274801.53,2021-04-30
A7A100,276837.67,2021-05-31
A7A100,287434.33,2021-06-30
A7A100,296081.93,2021-07-30
A7A100,307501.37,2021-08-31
A7A100,298141.70,2021-09-30
A7A100,310194.32,2021-10-29
A7A100,314816.48,2021-11-30
A7A100,578705.12,2021-12-31
A7A100,552619.55,2022-01-31
A7A100,541266.50,2022-02-28
A7A100,549577.82,2022-03-31
A7A100,508131.99,2022-04-29
A7A100,508275.74,2022-05-31
A7A100,466751.76,2022-06-30
A7A100,510303.15,2022-07-29
A7A100,500237.49,2022-08-31
A7A100,477480.22,2022-09-30
A7A100,500373.79,2022-10-31
A7A100,533010.67,2022-11-30
A7A100,500993.22,2022-12-30
A7A100,530603.51,2023-01-31
A7A100,523899.13,2023-02-28
A7A100,525491.94,2023-03-31
A7A100,528595.79,2023-04-28
A7A100,515383.88,2023-05-31
A7A100,542855.21,2023-06-30
A7A100,556686.43,2023-07-31
A7A100,551128.39,2023-08-31
A7A100,524368.10,2023-09-29
A7A100,510248.47,2023-10-31
A7A100,556205.60,2023-11-30
A7A100,582209.56,2023-12-29
A7A100,586141.85,2024-01-31
A7A100,617329.08,2024-02-29
A7A100,636291.79,2024-03-28
A7A100,610790.15,2024-04-30
A7A100,625095.22,2024-05-31
A7A100,641201.58,2024-06-28
A7A112,6369.31,2020-04-30
A7A112,183165.22,2020-05-29
A7A112,185119.79,2020-06-30
A7A112,192412.63,2020-07-31
A7A112,191603.16,2020-08-31
A7A112,197725.31,2020-09-30
A7A112,193198.88,2020-10-30
A7A112,212409.78,2020-11-30
A7A112,216876.99,2020-12-31
A7A112,215445.93,2021-01-29
A7A112,222750.75,2021-02-26
A7A112,250724.89,2021-03-31
A7A112,257373.93,2021-04-30
A7A112,260073.45,2021-05-31
A7A112,269413.70,2021-06-30
A7A112,277670.25,2021-07-30
A7A112,288520.22,2021-08-31
A7A112,279372.44,2021-09-30
A7A112,290767.10,2021-10-29
A7A112,294667.93,2021-11-30
A7A112,304757.59,2021-12-31
A7A112,291210.51,2022-01-31
A7A112,305129.87,2022-02-28
A7A112,310520.46,2022-03-31
A7A112,287687.47,2022-04-29
A7A112,287456.22,2022-05-31
A7A112,264292.77,2022-06-30
A7A112,288391.23,2022-07-29
A7A112,282949.67,2022-08-31
A7A112,269759.35,2022-09-30
A7A112,282583.35,2022-10-31
A7A112,299798.15,2022-11-30
A7A112,282760.08,2022-12-30
A7A112,298506.53,2023-01-31
A7A112,294774.26,2023-02-28
A7A112,296355.45,2023-03-31
A7A112,297950.87,2023-04-28
A7A112,290543.98,2023-05-31
A7A112,305806.87,2023-06-30
A7A112,313759.41,2023-07-31
A7A112,311247.37,2023-08-31
A7A112,296981.83,2023-09-29
A7A112,273692.07,2023-10-31
A7A112,297886.79,2023-11-30
A7A112,312342.07,2023-12-29
A7A112,268105.56,2024-01-31
A7A112,282825.50,2024-02-29
A7A112,291878.86,2024-03-28
A7A112,280248.36,2024-04-30
A7A112,286671.58,2024-05-31
A7A112,292791.85,2024-06-28
A7A121,179237.06,2020-05-29
A7A121,181509.88,2020-06-30
A7A121,188660.84,2020-07-31
A7A121,188253.35,2020-08-31
A7A121,194625.17,2020-09-30
A7A121,190291.16,2020-10-30
A7A121,208953.33,2020-11-30
A7A121,213270.81,2020-12-31
A7A121,211819.54,2021-01-29
A7A121,219041.45,2021-02-26
A7A121,255986.96,2021-03-31
A7A121,262515.89,2021-04-30
A7A121,265359.07,2021-05-31
A7A121,274632.04,2021-06-30
A7A121,282733.41,2021-07-30
A7A121,293617.75,2021-08-31
A7A121,284427.33,2021-09-30
A7A121,295961.42,2021-10-29
A7A121,299821.38,2021-11-30
A7A121,309948.37,2021-12-31
A7A121,296254.38,2022-01-31
A7A121,314894.20,2022-02-28
A7A121,320612.61,2022-03-31
A7A121,297012.79,2022-04-29
A7A121,296525.94,2022-05-31
A7A121,272434.20,2022-06-30
A7A121,297646.61,2022-07-29
A7A121,291747.70,2022-08-31
A7A121,278418.24,2022-09-30
A7A121,291633.10,2022-10-31
A7A121,309693.43,2022-11-30
A7A121,292027.09,2022-12-30
A7A121,308845.15,2023-01-31
A7A121,305582.04,2023-02-28
A7A121,306641.34,2023-03-31
A7A121,307814.36,2023-04-28
A7A121,300514.77,2023-05-31
A7A121,316508.98,2023-06-30
A7A121,324386.73,2023-07-31
A7A121,321550.01,2023-08-31
A7A121,308215.53,2023-09-29
A7A121,240682.78,2023-10-31
A7A121,262836.14,2023-11-30
A7A121,275799.45,2023-12-29
A7A121,231106.52,2024-01-31
A7A121,243875.86,2024-02-29
A7A121,251587.83,2024-03-28
A7A121,241374.30,2024-04-30
A7A121,246938.90,2024-05-31
A7A121,252258.78,2024-06-28
A7A123,30160.54,2020-05-29
A7A123,30439.32,2020-06-30
A7A123,31239.25,2020-07-31
A7A123,32400.40,2020-08-31
A7A123,31637.91,2020-09-30
A7A123,30694.76,2020-10-30
A7A123,33906.77,2020-11-30
A7A123,34678.20,2020-12-31
A7A123,34517.39,2021-01-29
A7A123,35472.59,2021-02-26
A7A123,36811.18,2021-03-31
A7A123,37833.98,2021-04-30
A7A123,38394.21,2021-05-31
A7A123,39292.99,2021-06-30
A7A123,39511.17,2021-07-30
A7A123,40490.99,2021-08-31
A7A123,39115.10,2021-09-30
A7A123,40926.30,2021-10-29
A7A123,40487.90,2021-11-30
A7A123,41614.06,2021-12-31
A7A123,40450.89,2022-01-31
A7A123,39340.49,2022-02-28
A7A123,40522.30,2022-03-31
A7A123,37856.42,2022-04-29
A7A123,37926.51,2022-05-31
A7A123,35148.61,2022-06-30
A7A123,37269.57,2022-07-29
A7A123,36160.25,2022-08-31
A7A123,33520.59,2022-09-30
A7A123,35459.97,2022-10-31
A7A123,37536.45,2022-11-30
A7A123,35612.06,2022-12-30
A7A123,38064.17,2023-01-31
A7A123,37291.24,2023-02-28
A7A123,37997.47,2023-03-31
A7A123,38639.85,2023-04-28
A7A123,38125.71,2023-05-31
A7A123,39901.98,2023-06-30
A7A123,40843.99,2023-07-31
A7A123,40108.90,2023-08-31
A7A123,38631.69,2023-09-29
A7A123,37599.20,2023-10-31
A7A123,40480.57,2023-11-30
A7A123,41696.08,2023-12-29
A7A123,42337.43,2024-01-31
A7A123,44085.74,2024-02-29
A7A123,45589.19,2024-03-28
A7A123,44217.03,2024-04-30
A7A123,45840.72,2024-05-31
A7A123,46589.67,2024-06-28
A7A130,250373.03,2020-09-30
A7A130,241750.34,2020-10-30
A7A130,265106.48,2020-11-30
A7A130,270334.76,2020-12-31
A7A130,269030.31,2021-01-29
A7A130,275281.27,2021-02-26
A7A130,289495.90,2021-03-31
A7A130,298118.26,2021-04-30
A7A130,300262.84,2021-05-31
A7A130,311558.31,2021-06-30
A7A130,321128.75,2021-07-30
A7A130,333475.49,2021-08-31
A7A130,323479.10,2021-09-30
A7A130,335953.14,2021-10-29
A7A130,340870.55,2021-11-30
A7A130,353364.57,2021-12-31
A7A130,337585.50,2022-01-31
A7A130,331000.17,2022-02-28
A7A130,336281.64,2022-03-31
A7A130,311128.26,2022-04-29
A7A130,308215.37,2022-05-31
A7A130,285200.03,2022-06-30
A7A130,308049.33,2022-07-29
A7A130,303487.63,2022-08-31
A7A130,293880.45,2022-09-30
A7A130,305892.24,2022-10-31
A7A130,322574.62,2022-11-30
A7A130,305832.35,2022-12-30
A7A130,321271.49,2023-01-31
A7A130,292675.48,2023-02-28
A7A130,290125.22,2023-03-31
A7A130,291140.20,2023-04-28
A7A130,282126.65,2023-05-31
A7A130,295966.69,2023-06-30
A7A130,303635.75,2023-07-31
A7A130,301191.16,2023-08-31
A7A130,287209.12,2023-09-29
A7A130,278371.13,2023-10-31
A7A130,301205.77,2023-11-30
A7A130,190068.97,2023-12-29
A7A130,191335.03,2024-01-31
A7A130,201652.72,2024-02-29
A7A130,207761.89,2024-03-28
A7A130,200170.09,2024-04-30
A7A130,205076.47,2024-05-31
A7A130,210780.30,2024-06-28
A7A131,29992.49,2023-12-29
A7A131,30396.78,2024-01-31
A7A131,31060.92,2024-02-29
A7A131,31643.08,2024-03-28
A7A131,30949.66,2024-04-30
A7A131,31522.27,2024-05-31
A7A131,31788.11,2024-06-28
A7A140,89977.99,2023-11-30
A7A140,91373.82,2023-12-29
A7A140,91799.49,2024-01-31
A7A140,96004.17,2024-02-29
A7A140,98967.60,2024-03-28
A7A140,95361.57,2024-04-30
A7A140,97491.09,2024-05-31
A7A140,99771.04,2024-06-28
A7A145,49992.51,2020-12-31
A7A145,49728.26,2021-01-29
A7A145,50457.34,2021-02-26
A7A145,50865.92,2021-03-31
A7A145,51857.44,2021-04-30
A7A145,52084.39,2021-05-31
A7A145,53077.90,2021-06-30
A7A145,53807.98,2021-07-30
A7A145,54840.45,2021-08-31
A7A145,52320.41,2021-09-30
A7A145,53893.48,2021-10-29
A7A145,53472.00,2021-11-30
A7A145,54895.51,2021-12-31
A7A145,52550.08,2022-01-31
A7A145,53101.77,2022-02-28
A7A145,54207.41,2022-03-31
A7A145,49794.30,2022-04-29
A7A145,48875.31,2022-05-31
A7A145,44107.69,2022-06-30
A7A145,46436.04,2022-07-29
A7A145,45431.92,2022-08-31
A7A145,42426.62,2022-09-30
A7A145,44417.43,2022-10-31
A7A145,48087.10,2022-11-30
A7A145,46005.26,2022-12-30
A7A145,49895.28,2023-01-31
A7A145,48618.89,2023-02-28
A7A145,49697.75,2023-03-31
A7A145,50198.00,2023-04-28
A7A145,48393.17,2023-05-31
A7A145,51021.46,2023-06-30
A7A145,52804.39,2023-07-31
A7A145,49750.02,2023-08-31
A7A145,48182.36,2023-09-29
A7A145,45884.23,2023-10-31
A7A145,49510.66,2023-11-30
A7A145,51938.45,2023-12-29
A7A145,51775.55,2024-01-31
A7A145,46848.31,2024-02-29
A7A145,56399.05,2024-03-28
A7A145,55991.16,2024-04-30
A7A145,57146.98,2024-05-31
A7A145,57932.11,2024-06-28
A7A146,261858.98,2021-01-29
A7A146,259085.08,2021-02-26
A7A146,272759.73,2021-03-31
A7A146,276465.01,2021-04-30
A7A146,280154.87,2021-05-31
A7A146,281014.64,2021-06-30
A7A146,289488.16,2021-07-30
A7A146,298855.13,2021-08-31
A7A146,290094.93,2021-09-30
A7A146,302205.91,2021-10-29
A7A146,305745.71,2021-11-30
A7A146,313022.90,2021-12-31
A7A146,301546.49,2022-01-31
A7A146,294103.08,2022-02-28
A7A146,302000.61,2022-03-31
A7A146,285230.43,2022-04-29
A7A146,281299.40,2022-05-31
A7A146,254600.79,2022-06-30
A7A146,271758.73,2022-07-29
A7A146,267639.06,2022-08-31
A7A146,252559.85,2022-09-30
A7A146,265992.65,2022-10-31
A7A146,276829.63,2022-11-30
A7A146,253362.25,2022-12-30
A7A146,267723.75,2023-01-31
A7A146,264181.47,2023-02-28
A7A146,264147.87,2023-03-31
A7A146,268504.02,2023-04-28
A7A146,258642.42,2023-05-31
A7A146,261893.15,2023-06-30
A7A146,267019.57,2023-07-31
A7A146,262260.23,2023-08-31
A7A146,252655.44,2023-09-29
A7A146,246630.19,2023-10-31
A7A146,265654.68,2023-11-30
A7A146,270380.91,2023-12-29
A7A146,270656.28,2024-01-31
A7A146,280759.89,2024-02-29
A7A146,287353.77,2024-03-28
A7A146,275526.32,2024-04-30
A7A146,284043.82,2024-05-31
A7A146,278297.97,2024-06-28
A7A150,628149.90,2021-06-30
A7A150,655291.62,2021-07-30
A7A150,681576.14,2021-08-31
A7A150,654900.20,2021-09-30
A7A150,683268.32,2021-10-29
A7A150,710692.99,2021-11-30
A7A150,732998.72,2021-12-31
A7A150,707102.73,2022-01-31
A7A150,684532.88,2022-02-28
A7A150,703061.42,2022-03-31
A7A150,639321.75,2022-04-29
A7A150,642776.84,2022-05-31
A7A150,602737.40,2022-06-30
A7A150,664564.51,2022-07-29
A7A150,652806.20,2022-08-31
A7A150,620367.84,2022-09-30
A7A150,637228.71,2022-10-31
A7A150,656571.06,2022-11-30
A7A150,611882.51,2022-12-30
A7A150,650955.83,2023-01-31
A7A150,651055.67,2023-02-28
A7A150,672565.51,2023-03-31
A7A150,682648.97,2023-04-28
A7A150,678717.12,2023-05-31
A7A150,714434.59,2023-06-30
A7A150,730076.43,2023-07-31
A7A150,722550.09,2023-08-31
A7A150,686163.28,2023-09-29
A7A150,679614.16,2023-10-31
A7A150,735398.05,2023-11-30
A7A150,755573.89,2023-12-29
A7A150,760819.64,2024-01-31
A7A150,762187.50,2024-02-29
A7A150,758174.85,2024-03-28
A7A150,737386.16,2024-04-30
A7A150,771085.53,2024-05-31
A7A150,803411.65,2024-06-28
A7A151,100194.90,2021-06-30
A7A151,100492.74,2021-07-30
A7A151,104373.96,2021-08-31
A7A151,150533.39,2021-09-30
A7A151,155711.57,2021-10-29
A7A151,157960.74,2021-11-30
A7A151,162063.14,2021-12-31
A7A151,155127.29,2022-01-31
A7A151,151898.85,2022-02-28
A7A151,169410.89,2022-03-31
A7A151,157012.35,2022-04-29
A7A151,156787.38,2022-05-31
A7A151,143677.78,2022-06-30
A7A151,157124.15,2022-07-29
A7A151,154045.67,2022-08-31
A7A151,146723.18,2022-09-30
A7A151,154021.40,2022-10-31
A7A151,163620.32,2022-11-30
A7A151,154180.48,2022-12-30
A7A151,163278.85,2023-01-31
A7A151,161402.51,2023-02-28
A7A151,162233.76,2023-03-31
A7A151,163027.76,2023-04-28
A7A151,158927.00,2023-05-31
A7A151,167481.14,2023-06-30
A7A151,172142.26,2023-07-31
A7A151,170771.56,2023-08-31
A7A151,162758.22,2023-09-29
A7A151,158198.31,2023-10-31
A7A151,172099.31,2023-11-30
A7A151,180158.26,2023-12-29
A7A151,181139.89,2024-01-31
A7A151,196060.16,2024-02-29
A7A151,201778.77,2024-03-28
A7A151,194168.75,2024-04-30
A7A151,198576.92,2024-05-31
A7A151,203433.35,2024-06-28
A7A155,464.02,2021-06-30
A7A155,463.98,2021-07-30
A7A155,1584.65,2021-08-31
A7A155,1584.51,2021-09-30
A7A155,1584.37,2021-10-29
A7A155,1584.23,2021-11-30
A7A155,1584.09,2021-12-31
A7A155,1583.95,2022-01-31
A7A155,1583.81,2022-02-28
A7A155,1583.67,2022-03-31
A7A155,1583.53,2022-04-29
A7A155,1583.39,2022-05-31
A7A155,1583.25,2022-06-30
A7A155,1583.11,2022-07-29
A7A155,1582.97,2022-08-31
A7A155,1582.83,2022-09-30
A7A155,1582.69,2022-10-31
A7A155,1582.55,2022-11-30
A7A155,1582.41,2022-12-30
A7A155,1582.27,2023-01-31
A7A155,1582.13,2023-02-28
A7A155,1581.99,2023-03-31
A7A155,1581.85,2023-04-28
A7A155,1581.71,2023-05-31
A7A155,1581.57,2023-06-30
A7A155,1581.43,2023-07-31
A7A155,1581.29,2023-08-31
A7A155,1581.15,2023-09-29
A7A155,1581.01,2023-10-31
A7A155,1580.87,2023-11-30
A7A155,1580.73,2023-12-29
A7A155,1580.59,2024-01-31
A7A155,1580.45,2024-02-29
A7A155,1580.31,2024-03-28
A7A155,1580.17,2024-04-30
A7A155,1580.03,2024-05-31
A7A155,1579.89,2024-06-28
A7A161,29546.83,2023-04-28
A7A161,29135.50,2023-05-31
A7A161,29985.78,2023-06-30
A7A161,30511.39,2023-07-31
A7A161,30137.97,2023-08-31
A7A161,29174.23,2023-09-29
A7A161,28419.19,2023-10-31
A7A161,30610.35,2023-11-30
A7A161,31541.07,2023-12-29
A7A161,32010.27,2024-01-31
A7A161,33283.57,2024-02-29
A7A161,34414.66,2024-03-28
A7A161,33447.52,2024-04-30
A7A161,34627.84,2024-05-31
A7A161,35140.26,2024-06-28
A7A174,9105.56,2021-07-30
A7A174,9368.60,2021-08-31
A7A174,9443.89,2021-09-30
A7A174,10400.35,2021-10-29
A7A174,10836.65,2021-11-30
A7A174,11684.06,2021-12-31
A7A174,11899.58,2022-01-31
A7A174,12129.81,2022-02-28
A7A174,13008.55,2022-03-31
A7A174,12722.29,2022-04-29
A7A174,13147.04,2022-05-31
A7A174,12871.01,2022-06-30
A7A174,13654.64,2022-07-29
A7A174,14106.72,2022-08-31
A7A174,13681.65,2022-09-30
A7A174,14856.58,2022-10-31
A7A174,16270.22,2022-11-30
A7A174,15998.82,2022-12-30
A7A174,17405.89,2023-01-31
A7A174,17570.17,2023-02-28
A7A174,18364.40,2023-03-31
A7A174,19103.90,2023-04-28
A7A174,19306.46,2023-05-31
A7A174,20654.18,2023-06-30
A7A174,21669.65,2023-07-31
A7A174,21780.60,2023-08-31
A7A174,21124.45,2023-09-29
A7A174,21419.77,2023-10-31
A7A174,23576.47,2023-11-30
A7A174,24733.68,2023-12-29
A7A174,25528.90,2024-01-31
A7A174,27120.06,2024-02-29
A7A174,28485.10,2024-03-28
A7A174,28159.86,2024-04-30
A7A174,29662.01,2024-05-31
A7A174,30178.15,2024-06-28
A7A181,503274.75,2021-06-30
A7A181,626744.28,2021-07-30
A7A181,651620.39,2021-08-31
A7A181,630381.18,2021-09-30
A7A181,656273.31,2021-10-29
A7A181,665397.16,2021-11-30
A7A181,687066.13,2021-12-31
A7A181,656090.59,2022-01-31
A7A181,642934.59,2022-02-28
A7A181,654634.16,2022-03-31
A7A181,605824.91,2022-04-29
A7A181,605166.03,2022-05-31
A7A181,555046.45,2022-06-30
A7A181,606818.92,2022-07-29
A7A181,594862.61,2022-08-31
A7A181,566909.81,2022-09-30
A7A181,594353.32,2022-10-31
A7A181,630716.03,2022-11-30
A7A181,594192.67,2022-12-30
A7A181,628924.51,2023-01-31
A7A181,621449.40,2023-02-28
A7A181,623695.74,2023-03-31
A7A181,626255.36,2023-04-28
A7A181,610593.91,2023-05-31
A7A181,643453.77,2023-06-30
A7A181,660114.87,2023-07-31
A7A181,653705.65,2023-08-31
A7A181,623410.51,2023-09-29
A7A181,605392.88,2023-10-31
A7A181,659312.86,2023-11-30
A7A181,691173.71,2023-12-29
A7A181,694436.31,2024-01-31
A7A181,817497.56,2024-02-29
A7A181,839623.15,2024-03-28
A7A181,809063.28,2024-04-30
A7A181,825808.52,2024-05-31
A7A181,842943.16,2024-06-28
A7A190,250000.00,2021-06-30
A7A190,251935.51,2021-07-30
A7A190,260468.29,2021-08-31
A7A190,252570.81,2021-09-30
A7A190,262591.80,2021-10-29
A7A190,266131.82,2021-11-30
A7A190,275153.84,2021-12-31
A7A190,263106.60,2022-01-31
A7A190,257854.56,2022-02-28
A7A190,261733.43,2022-03-31
A7A190,242508.37,2022-04-29
A7A190,242578.22,2022-05-31
A7A190,222951.42,2022-06-30
A7A190,243117.36,2022-07-29
A7A190,238615.07,2022-08-31
A7A190,227939.32,2022-09-30
A7A190,239032.76,2022-10-31
A7A190,254389.72,2022-11-30
A7A190,239452.52,2022-12-30
A7A190,253329.25,2023-01-31
A7A190,230444.60,2023-02-28
A7A190,229971.46,2023-03-31
A7A190,231210.53,2023-04-28
A7A190,224622.08,2023-05-31
